library,P1L1,P2L1,P1H1,P2H1,P3L1,P3H1,P1L2,P2L2,P1H2,P2H2,P3L2,P3H2
OG0012884:,353.67,421.5,951.43,323.65,623.8,757.21,4058.89,4200.41,1271.75,3816.26,3255.36,2997.52
OG0012885:,43.81,328.98,59.63,437.52,113.99,24,24,65.99,5,48,9.16,21
OG0012886:,22.38,40,35.32,42.98,22,75.39,389,449,99,353.44,285.99,355.01
OG0012887:,592.14,868.11,1078.87,865.25,1514.59,1320.77,2437.05,2530.5,902.34,2267.74,1235.06,2240.13
OG0012888:,1347.1,1203.27,1936.88,779.88,1692.36,1585.45,1383.5,1629.08,423.21,2246.05,852.33,1148.32
OG0012889:,422.05,336.19,502.48,289.37,453.53,657.45,2527.91,4534.92,1260.4,6801.6,1541.47,1247.62
OG0012890:,2,27.87,68.01,9,61,402,27.67,1715.95,14.01,23,0,2676.08
OG0012891:,123.83,358.67,333.04,253.33,341.66,386.84,1000.5,627.27,431.67,1118.24,467.59,713.2
OG0012892:,3,29,14,12,116,186,27,37,3,50,4,24
OG0012893:,103.22,1871.92,401.32,1068.22,159.95,127.26,61.55,98.16,41.98,27.65,34.67,69.97
OG0012894:,20.37,11.88,55.11,50.41,99.81,99.32,634.84,845.93,187.43,908.23,500.94,357.24
OG0012895:,95.17,307.01,352,198.01,310,289,1224.89,1687.55,618.19,1640.82,1071.88,1109.13
OG0012896:,42.95,75.65,85.26,66.31,73.85,118.59,473.82,542.86,287.89,537.45,470.52,379.35
OG0012897:,12.15,56.32,27.77,18,11,14.23,154.46,209.34,49,99.16,116.99,72.72
OG0012898:,1,0,9,0,28,10.99,4,250.87,22,0,1,4
OG0012899:,282.56,78,706.02,91,250.3,258,653.9,519.41,75,312,343.64,616.07
OG0012900:,19.01,32,45,36.01,40.62,101.24,377.99,559.93,177.01,538.2,248.82,300.58
OG0012901:,0,6,3,0,13,37,4,1017.94,0,7,0,39.99
OG0012902:,6,1,9,1,35,135.91,5,1054.37,5,16.99,1,22
OG0012903:,1,7,4,0,90,52,6,575.04,0,4,0,44
OG0012904:,2,6,13,0,70,54,9,524,0,1,0,3
OG0012905:,49.33,87.98,68.06,61.96,16.74,115.79,138.18,222.88,46.59,152.68,83.88,26.99
OG0012906:,1,8.16,3,0,16.01,13.52,11,139.68,8.99,0,0,39
OG0012907:,0,4,0,2,3,5,1,193.04,20,1,0,68
OG0012908:,37,37.01,32.01,102,3,67.01,27,34.03,42,17,18,20
OG0012909:,0,9,3.08,2.18,9.37,26.5,10.99,640.03,1.93,2,2,18
OG0012910:,221.78,369.2,325.65,294.92,340.07,289.26,879.29,748.19,254.2,718.98,554.35,639.98
OG0012911:,10.01,7.7,17.54,17.25,13.43,22.33,261.89,104.06,169.68,184.35,324.95,137.26
OG0012912:,23.93,12.3,50.09,19.21,37.93,42.49,299.89,250.27,210.64,305.15,405.57,270.82
OG0012913:,15.45,17.93,28.52,17.03,12.47,27.86,277.92,271.17,84.29,203.06,172.69,90.09
OG0012914:,71,90,120.01,44,193,38,309.01,142.02,126,482.49,170,91.99
OG0012915:,107.43,153.75,237.79,92.81,202.59,369.76,1155.11,1402.62,454.55,1572.48,1132.1,982.29
OG0012916:,107.15,113.25,208.77,168.92,216.3,181.32,543.97,662.58,92.46,438.38,240.55,326.37
OG0012917:,10,41,83,14,107,44,187.01,238.99,53,199,193,101
OG0012918:,38,63.01,82.04,22,172,89.56,683.97,835.99,182,799.99,583.99,527.01
OG0012919:,0,1,0,0,20,2,0,155.68,5,0,0,30
OG0012920:,6.01,0,0,1,109.99,34,6,533,9.98,3,0,20
OG0012921:,77.34,95.3,196.2,96.42,225.64,203.51,734.19,697.95,417.11,672.7,432.88,508.86
OG0012922:,1,9.66,0,3,12.4,101.63,6,1032.19,0,2,2,59.15
OG0012923:,8,11,15,6,84,141,11,1346.02,10.02,8,0,44
OG0012924:,114.97,177.26,239.05,100.52,163.99,154.65,309.83,405.83,119.03,393.89,132.91,286.31
OG0012925:,1,7,9.54,15.06,4,6,57.44,28.75,17.5,77.22,29.22,20
OG0012926:,24.62,57.98,82.01,31.74,45.82,83.72,276.12,24.99,22.21,63.45,106.75,70.01
OG0012927:,3,3,9,4,19,21,84,320.06,37.01,31.04,40,20.01
OG0012928:,206.96,352.82,570.37,194.02,419.35,434.63,1201.29,1532.46,376.54,1371.12,883.93,929.3
OG0012929:,226.87,270.46,392.2,247.25,506.82,535.85,1013.87,1808.44,183.13,1120.73,345.99,605.13
OG0012930:,240.03,339.53,384.97,228.13,434.01,270.89,428.42,505.07,151.98,529.67,232.97,404.47
OG0012931:,1,55,5.03,0,19,66.47,8,95,50,4,0,132.01
OG0012932:,0,5,7,0,1,2,10,60.91,2,0,0,124
OG0012933:,0,0,1,52,0,12,41.26,46,7.01,23.98,11,43.99
OG0012934:,4,0,28,1,0,0,26,18,3,0,0,20
OG0012935:,0,3,2,3,6,21,41,5,12,1,4,68
OG0012936:,40.83,8.42,141.31,26.94,48.76,32.02,181.57,138.99,45.15,208.97,99.87,88.83
OG0012937:,8,0,41,0,0,0,39.99,0,13,0,0,0
OG0012938:,0,4,1,0,6,4,2,115,0,2,1,208
OG0012939:,6.05,29,9.36,1.03,12.07,252.59,12.7,11.44,1.04,4.01,0,8.06
OG0012940:,2,6,8,6,7,28,5,470.85,7,3,1,688
OG0012941:,1,17,4,3,28.74,39,1,487,11,9,1,823.22
OG0012942:,1.01,7,10,2,5,22,162,4,14,6,9,32
OG0012943:,28.99,161,57.01,32.26,3,6,15,7,36,8,13,7
OG0012944:,0,21,0,3.01,8,100,0,4,0,5,0,3
OG0012945:,0,19,0,39,55,87.73,0,32,0,32,11.01,12
OG0012946:,2,1,7,5,396,61,20,212.56,0,3,0,8
OG0012947:,1,1,2,1,27,16,91,1,0,5,1,12
OG0012948:,0,2,7,2,5,9,28,44.99,0,28,11,22.01
OG0012949:,0,1,0,2,11,12,1,33,0,19,2,4
OG0012950:,0,0,3,3,5,5,46,123,3,1,1,145
OG0012951:,1,0,8,0,1,7,43,14,2,0,0,24.06
OG0012952:,0,3,1,2,1,6,76.13,129,1,2,0,10.74
OG0012953:,1,0,5,0,16,0,165,0,0,0,0,0
OG0012954:,0,50,0,4,22,274,6.99,2,0,11,0,1
OG0012955:,18,0,22,23,2,49,206,20,0,1,0,0
OG0012956:,1,11,1,0,30,28,0,235,7.85,2,2,256.02
OG0012957:,1,13.98,22.44,5,322,40.01,6,173.23,51,1,0,12.71
OG0012958:,18,0,83.96,0,0,0,64.99,0,13,0,0,0
OG0012959:,0,5,0,11,16.01,47,0,16,0,17,2,27.73
OG0012960:,1,0,1,2.23,0,1,94,0,1,2,0,0
OG0012961:,0,2,0,5,1,4,0,25,0,0,1,4
OG0012962:,6,0,1,3,2,4,4,0,46,0,0,1
OG0012963:,4,1,8.16,0,46.01,119,7,17,6,3,0,3
OG0012964:,0,1,6,0,10,13,5,25,43,0,0,0
OG0012965:,16,24,22.99,3,0,10.01,19,12.01,13.99,36,27,0
OG0012966:,0,13,0,2,68,46.21,0,44,25,6,20,126
OG0012967:,0,0,3,1,0,4,7,130,8.68,0,0,37
OG0012968:,2,0,6,1,53,3,1,163,0,0,0,2
OG0012969:,0,3,0,3,2,18,9,42,2,3,2,3
OG0012970:,34.74,41.57,76.79,42.73,58.48,147.64,13.19,305.36,0.99,8.48,1,755.52
OG0012971:,2.98,0,11,3,18,19.12,154,2,4,1,0,29
OG0012972:,0,0,2,0,0,3,2,34,1,0,0,0
OG0012973:,1,27,23,1,1,6,1,0,7,0,109,3
OG0012974:,1,4,3,3,14.01,15,189.09,3.23,1.01,9,1,40.16
OG0012975:,1,2,13,1,19,24,7,123,3,12,10,112
OG0012976:,5,6,42,13,50,83,13,23,3,16.99,14,21
OG0012977:,0,5,15,3,14,74.83,10,493,0,9,1,1040
OG0012978:,0,3,3,1,0,4,33,45.34,0,38,48.71,70
OG0012979:,0,0,2,0,0,2,36.82,62.99,1,28,13,8
OG0012980:,0,6,3,9,17.02,46,0,725.11,4,6,2,1070
OG0012981:,0,0,15,0,0,0,87,0,4,0,2,0
OG0012982:,1,4,0,1,1,6,1,39,0,1,0,176
OG0012983:,0,7,12,9,30,36,138,4,10,3,3,8
OG0012984:,0,15.74,0,4,35.99,79.13,13.11,388.78,0,11,7,803
OG0012985:,142.04,214.84,383.07,92.28,232.45,351.64,389.06,287,107.99,392.59,203.12,246.23
OG0012986:,0,7,3,2,10,27,2,33,9,3,5,115
OG0012987:,0,5,0,9,8,25,0,375.31,0,9,4,585.51
OG0012988:,0,0,2,0,0,24,0,94,0,0,0,2
OG0012989:,14,0,61,0,0,0,82,0,5,0,0,0
OG0012990:,3,3,11,6,540.65,18,7,6,2,9,1,4
OG0012991:,0,2,2,0,1,3,4,60,0,1,5,0
OG0012992:,3,25,18,0,0,4.73,9,63,3,0,0,84
OG0012993:,3,51,26,4,2,50.01,54,0,72.99,2,0,2
OG0012994:,9.42,3.11,5.05,2.69,4.19,39.12,122.22,4.5,1,3.97,1.99,0
OG0012995:,0,8,1,8,8,27,1,368,0,7,3,772
OG0012996:,0,2,6,0,0,5,15,15,1,0,9,0
OG0012997:,0,8,4.57,3.49,22.23,17.37,7.02,409.83,16.85,0,1,12.27
OG0012998:,10.78,9.18,20.41,41.88,31.11,103.12,14.31,23.96,13.42,47.18,20.97,20.27
OG0012999:,334.46,584.07,1247.3,382.2,854.79,1414.3,6093.85,9816.14,6083.39,8970.29,8589.19,7143.73
OG0013000:,1,20.28,0,1,4,266,0,2,1,3,0,3
OG0013001:,0,11.84,0,5,39,9,17.01,37.99,4,46.01,14,21
OG0013002:,0.99,2,7,4,6,11,3,105,0,2,0,9
OG0013003:,1,1,10,0,0,3,6,38,1,1,0,0
OG0013004:,1,2,4.04,3.66,25,19,1,165.53,0,0,0,26
OG0013005:,0,3,0,0,13,25,3,130,2,3,1,3
OG0013006:,4,19,7,10,0,4,15,11,0,17,13,10
OG0013007:,1,1,3,1,2,29,1,45,1,6,0,1
OG0013008:,68.61,126.36,1090.64,142.48,61.59,817.11,135.08,121.6,12.01,9,0,85.08
OG0013009:,12,32,9,7,1,9,23,89,11,46,47,3
OG0013010:,7,82,27,42,84,42,12,4,3,4,2,3
OG0013011:,0,8,3.97,2,17,38,0,251.29,2,2,2,315.98
OG0013012:,5,0,32,1,3,83.3,14,1,96.5,0,0,10
OG0013013:,0,15,39,3,134,12,1,109,2,3,1,59.13
OG0013014:,1,4,3,0,1,5,2,37,8,1,0,23
OG0013015:,0,0,0,2,5,10,0,84.92,0,0,2,121
OG0013016:,0,6,0,13,23.75,43,0,10,0,9,0,5
OG0013017:,0,3,15,0,40,35,15.01,154,5,3,0,0
OG0013018:,5,0,6,0,1,3,5,56,3,2,0,76
OG0013019:,19.02,19.3,12.25,7.39,12.16,15.43,108.52,130.52,22.89,93,114.02,75.79
OG0013020:,3,7,27,5,109,50,83,277.71,57.99,225,97.1,238
OG0013021:,108.94,336.26,293.78,194.93,374.49,385.72,197.76,733.18,63.14,182.95,93.76,1215.92
OG0013022:,0,44,1,2,3,14,5,0,0,1,0,8
OG0013023:,0,2,3,0,0,4,2,20,0,0,1,49
OG0013024:,0,0,3,0,1,1,2,21,2,1,0,41
OG0013025:,1,3,0,1,2,3,1,67,0,3,0,0
OG0013026:,1,9,0,6,10,36,1,239,4,1,8,265
OG0013027:,4,0,48,0,0,0,27,0,13,0,0,0
OG0013028:,0,1,4,0,0,3,6,66.89,0,0,0,1
OG0013029:,4.08,6.11,20.17,2,20.33,13.51,100.94,306.73,82.36,103.92,174.86,149.02
OG0013030:,0,3,0,1,9,16,0,221.21,1,1,0,456.97
OG0013031:,2,6.02,4.03,9.34,36.75,72.32,45.97,60.43,9.98,14,12.83,14.02
OG0013032:,0,13,0,2,50,75.01,1,8,0,19,4,4
OG0013033:,11,0,50.01,0,0,0,35,0,12,0,0,0
OG0013034:,0,11,0,11,42,65,0,868,0,15,3,1469.06
OG0013035:,0,4,3,1,606,8,3,6,0,7,0,0
OG0013036:,1,17,20,0,76,6,1,63.25,2,4,0,21
OG0013037:,1,3,18,3,9,14,16,4,2,2,0,0
OG0013038:,0,1,1,4,1,19,43,0,3,0,1.98,20
OG0013039:,3,13,3,0,7,26,7,219,9,11,8,380
OG0013040:,1,0,4,0,0,5,93,0,0,0,0,0
OG0013041:,0,1,0,0,7,24,0,142,0,3,0,356
OG0013042:,2,3,13,0,33,19,294.01,1,20,4,10,41
OG0013043:,0,29,0,10,47,144.98,0,2091.9,0,13,2,2801.92
OG0013044:,0,5,3,0,3,18,1,283,0,1,0,371
OG0013045:,0,5,0,7,22,42,4,792.86,1,6,0,1040.48
OG0013046:,1,0,7,0,22,4,105,2,2,0,3,37.91
OG0013047:,10.56,44.05,40.76,18.99,31,67,9,2,0,0,233,0
OG0013048:,4,34,7,5,72.99,267.01,12,80.09,24,27.1,7,22.15
OG0013049:,0,19,1,0,1,25,4,72,3,0,0,6
OG0013050:,1,0,5,2.06,1,8.01,3,31,0,0,0,3
OG0013051:,0,0,0,0,0,4,4,42.99,0,0,0,24
OG0013052:,0,0,3,0,0,0,93,0,4,0,0,0
OG0013053:,0,0,4,0,125,49,14,570.99,56,6,0,57
OG0013054:,2,2,0,0,0,7,0,1,0,6,0,148
OG0013055:,0,73,0,3,10,60.66,0,68,10,2,2,49
OG0013056:,0,1,6,1,22,38,2,54,0,1,0,3
OG0013057:,1,11,3,6,26,37,16.83,473.59,3.09,23.55,8.1,925.83
OG0013058:,1,0,0,1,4,0,3,37,0,0,0,2
OG0013059:,0,0,19,8.7,6,12,35,0,0,2,0,0
OG0013060:,4,2,18.01,11,9.1,8,75,50.98,75.84,16,87,29.01
OG0013061:,3,7,37,62,3,5,26,17,3,1,13.01,3
OG0013062:,1.29,0,1,8,0,2.82,18.46,56.99,2.44,11,30.67,36
OG0013063:,37,71.01,571.73,33,56.01,1092.85,23,10,2,13,2,3
OG0013064:,0,10,2,3,6,11,46,2,13,1,7,64
OG0013065:,527.06,669.79,1023.82,492.2,2508.49,983.07,575.82,548.67,143.39,578.72,292.62,591.73
OG0013066:,0,0,0,0,3,11,2,133,0,1,0,186.97
OG0013067:,0,2,0,1,6,16,0,330,1,2,1,365.02
OG0013068:,1,26,12,0,2,12,7,2.99,64.98,0,0,46
OG0013069:,2,0,3,0,2,25,4,101,0,3,0,0
OG0013070:,7.02,17,24.79,15.9,59.01,137.81,265.12,15.91,20.34,32.43,16.36,78.29
OG0013071:,0,11,2,0,15,21,52,0,4,1,0,5
OG0013072:,594.78,1103.27,1579.65,630.13,1760.24,1378.05,549.14,428.49,78.02,329.5,72.34,839.21
OG0013073:,6,6,15,0,3,9,33,4,2,2,2,1
OG0013074:,0,0,0,1,0,0,1,11,0,0,0,34
OG0013075:,1,0,0,2,2,2,121,0,2,1,0,0
OG0013076:,0,29,0,2,77,178,0,16.95,19,4,14,65
OG0013077:,1,2,7,2,454,10,3,5,0,1,0,0.04
OG0013078:,0,5,13.01,0,2.99,17,11,916.95,23,0,3,199.02
OG0013079:,6,6,13.06,0,11,30.03,54.71,83.62,25.94,2,126,23.8
OG0013080:,0,2,0,3.08,0,19.99,51,30,7,9,17.99,0
OG0013081:,0,6,5,0,2,5,2,175,0,2,2,52
OG0013082:,0,0,5,0,4,3,2,92.01,1,0,0,0
OG0013083:,0,60,1,4,14,33,7,52,0,0,2,2
OG0013084:,5,0,1,2,7,1,6,80,0,0,0,171
OG0013085:,1,0,16,0,0,0,60.02,0,0,0,0,0
OG0013086:,2,1,2,0,0,2,4,64,0,0,0,0
OG0013087:,11,7,36,0,14,23,34,11,18.01,6,1,3
OG0013088:,2,0,5,0,4,52,15,12,0,0,185,14
OG0013089:,0,2,0,0,2,5,0,72,0,6,0,3
OG0013090:,1,3,10,0,8,3,7,109,1,0,0,159
OG0013091:,0,7,5.62,3,27,514.99,1,834,0,15,1,839.11
OG0013092:,2,0,3,2,1,137,7,0,4,0,0,0
OG0013093:,2,85,25,0,2,6,24,0,5,0,0,0
OG0013094:,1,1,14,1,6,59,17.05,303,2,3,0,3
OG0013095:,27.43,30.11,70.3,39.79,583.7,66.04,81.93,65.01,39,82.91,58.41,65.48
OG0013096:,1,21.89,21,0,20,114.75,8.06,18,9,1,206,11
OG0013097:,0,9,1,0,4,19,4,120,5,5,0,192
OG0013098:,0,0,6,0,31,23,1,25,6,0,0,9
OG0013099:,1,1,1,1,2,4,0,22,0,1,1,211
OG0013100:,0,31.42,6.05,26,57.96,87.27,0,44.03,0,33.01,10,26
OG0013101:,0,2,0,0,0,3,0,32,0,1,0,21
OG0013102:,8,186.01,18,2,28,73,45,9,42,1,0,61
OG0013103:,0,1,9.85,0,1,1,3,45,5.69,1,0,188.43
OG0013104:,5,16,22,11,41.17,111.6,27.19,1136.16,10.44,14.01,7.92,1897.12
OG0013105:,0,0,2,0,20,0,49,5,0,2,0,2
OG0013106:,0,0,5,1,1,2,72,0,5,0,4,15
OG0013107:,0,31,1,0,8,158,0,2,0,1,1,1
OG0013108:,1,21,260,20,35,101,11,1896.08,3.85,20,11.79,2054.35
OG0013109:,0,0,14,1,0,1,368,1,0,0,0,0
OG0013110:,0,236,3,499,11.01,14.01,8,10.99,229.01,0,4.01,0
OG0013111:,0,0,0,0,7,15,5,159,0,0,0,3
OG0013112:,0,20,0,48.98,91.42,121,0,27,0,68,7,17
OG0013113:,66.01,2418.87,349.01,2833.09,319,289.01,174,350,2549.1,338,77.01,249
OG0013114:,11,9.08,21.99,38,11.96,15,89,79.87,26,76.26,19,22
OG0013115:,0,35,0,22,66.26,133.99,0,3671.48,0,40,1,3669
OG0013116:,2357.46,2417.25,2690.96,3312.73,1560.48,8319.41,1439.03,462.1,246.94,706.85,495.65,365.78
OG0013117:,4,3,8,1,3,4,15,2,10.67,1,13,50
OG0013118:,0,0,0,2,2,14,0,103,0,2,1,125
OG0013119:,0,0,1,0,0,2,51,7,0,0,0,2
OG0013120:,0,6,5,2,4,6,3.18,70,2,0,0,30
OG0013121:,0,10,6,1,11,6,228,2,4,3,2,20
OG0013122:,10,25.99,4,5,15,3,51.46,23,16,34.01,31,3
OG0013123:,0,0,0,1,0,2,0,54,0,1,0,5
OG0013124:,0,1,9,1,12,24,2,174,8.9,0,0,4
OG0013125:,23.01,2,61.01,3,11,47,79,8,14.99,22,0,8.01
OG0013126:,0,1,0,1,10,8,0,69,0,2,0,4
OG0013127:,3,6,8.79,2,10,8,14,28,0,3,0,8
OG0013128:,2,2,11,2,1,28.88,64.26,13.16,3,0,9.48,19.9
OG0013129:,2,0,4,0,39,7,3,30.01,5,0,0,9
OG0013130:,0,0,0,0,0,0,7,38,0,5,3,3
OG0013131:,0,2,1,0,3,7,45,1,2,1,2,12
OG0013132:,42.97,62.11,73.88,29.92,123.47,140.37,188.12,498.76,67.68,235.78,109.88,613.01
OG0013133:,12.03,14,29,10,40.47,32,142,156.33,52.13,93.38,62,62.64
OG0013134:,0,1,0,0,24,2,1,20,2,1,0,9
OG0013135:,3,0,9,0,0,0,1,0,44,3,0,0
OG0013136:,0,32,0,2,12,252.89,0,4,0,7,0,1
OG0013137:,0,7,5,1,5,20,1,54,1,3,1,158
OG0013138:,4,0,19,0,0,0,6,37,0,0,0,48
OG0013139:,19.41,18.58,27.34,47.33,88.6,38.84,187.01,90.82,40.12,100.92,62.54,95.39
OG0013140:,0,1,12.01,0,17.12,13.91,1,172.5,161.99,1.98,1,49.49
OG0013141:,0,4,0,1,3,15,5,250,0,12,0,63
OG0013142:,92.84,73.39,198.18,113.84,216.51,156.1,210.67,38.33,9.49,0,2,10.46
OG0013143:,0,4,0,6,18.99,0,13,15,26,41.99,24,2
OG0013144:,4,7.15,9.99,19.73,6,5,138,74.99,541,37,33,59
OG0013145:,3,0,22.99,0,0,0,30,0,9,0,0,0
OG0013146:,0,0,2,0,4,3,1,40,0,2,0,1
OG0013147:,3,8,5,4,84,29,7,561.23,0.73,6,0,81
OG0013148:,3,0,4,0,2,3,47,69,32.99,0,0,28.01
OG0013149:,5,40,30,0,3,457.91,31,4,6,0,0,0
OG0013150:,6,25,71,0,3,253.11,14,38,11,2,17,13
OG0013151:,0,10,0,12.01,48.05,57,0,17,0,23,4,11
OG0013152:,0,0,0,1,6,14,3,88,5,0,0,100
OG0013153:,0,18,3,3,83,10,45,1,9,2,10,47
OG0013154:,6,5,12,5,4.91,31.99,12,4,3,3,0,0
OG0013155:,0,2,11,0,0,2,6,32,59.87,0,0,84.98
OG0013156:,0,0,2,0,1,6,22,1,0,1,0,2
OG0013157:,0,0,1,0,1,0,11,0,0,0,0,0
OG0013158:,2,0,0,0,1,1,0,2,0,0,0,0
OG0013159:,0,3,1,0,29,38,3,5,5,3,2.15,17
OG0013160:,0,0,0,3,1,3,1,2,1,0,0,0
OG0013161:,26.78,64.27,163.43,207.29,142.16,209.49,806.48,809.23,194.51,1026.54,320.72,1205.95
OG0013162:,0,6,0,3,16,26,0,4,0,4,1,5
OG0013163:,22,20,23,20,48.88,58.01,142,315,57,251,200,230
OG0013164:,4,0,2,10,0,1,27,6,22,50,2,0
OG0013165:,3,3,13,11,3,16,14,49,46,41,30,20
OG0013166:,8,22,17,5,64,16,78.23,132,110,136.72,68.53,112
OG0013167:,831.97,1283.28,1905.97,1116.81,2217.39,1799.16,4458.99,4717.4,1349.17,4860.55,3191.37,3287.04
OG0013168:,147,99,207,59,76,69,240,192,41,226,132,222
OG0013169:,13,42,53,44,5,84,28.01,83,18,28,34,79
OG0013170:,6,28,33,24,51,48.98,185.18,566.65,63,255.73,189.81,34.19
OG0013171:,108.89,521.44,226.51,167.6,176.51,215.61,248.23,221.5,138.83,314.11,237.5,248.84
OG0013172:,234.37,1064.44,954.87,149.67,595.44,775.71,320.31,636.79,170.69,332.74,456.96,415.03
OG0013173:,93.73,75.01,170.78,58.32,153.9,154.38,904.3,1089.62,333.07,1020.24,831.48,599.77
OG0013174:,28,9,37.48,17.07,49,7.01,111.54,131,30.2,57.75,110.19,62
OG0013175:,26.98,13,23,14,16,33,67,57,10,55,71,51
OG0013176:,28.64,42,179.33,45,78,91.02,244,167,20,43,2,97
OG0013177:,605.98,3325.97,1704.04,2068.1,1140.28,840.41,709.76,880.54,516.59,944.69,443.47,733.33
OG0013178:,3,17,7,3,31,7,28,40,20.01,53,14,10
OG0013179:,50.84,48.9,73.56,151.55,65.2,72.95,135.61,172.25,32.51,154.4,103.92,65.82
OG0013180:,391.63,98.62,745,210,77.04,86.32,153.08,151.95,37,87.88,68.01,24.72
OG0013181:,61,297.05,148.1,200.99,312.97,431,2640.75,2100,188.02,3034.27,236.24,604
OG0013182:,0,8,5,0,70,24,1,312.18,0,5.17,0,2
OG0013183:,467.02,618.17,741.54,557.04,866.61,754.21,1401.62,1372.21,488.31,1676.93,971.27,1083.72
OG0013184:,121.48,211.15,225.96,125.34,331.52,224.03,563.19,579.99,169.84,558.06,394.45,590.96
OG0013185:,26.98,10,51,37.01,18,14.1,50,34,18,51,40.01,29
OG0013186:,12,2,4,0,11,24,63,709,14,12,21,25
OG0013187:,0,4,4,0,3,24,51,129,11,2,1,253
OG0013188:,523.55,1187.33,1066.66,625.45,974.75,937.11,1030.32,1182,526.01,1182,681.76,905
OG0013189:,1.95,1,2,3,1,18,75,0,2,1,0,24
OG0013190:,29,93,122,40,108.31,185,451.53,405.37,113,483.27,239.98,454
OG0013191:,121.52,191.06,44,165,188,173,353.89,334.2,88.58,302.3,151,343
OG0013192:,15.84,63.79,68.69,51.49,38.2,94.9,272.04,297.38,121.66,297.64,300.47,321.04
OG0013193:,115.15,170.41,193.53,132.71,111.34,424.77,372.3,428.28,96.33,416.24,293.36,360.45
OG0013194:,13,24,67,3,48,55,223,214,155,261,294,184.43
OG0013195:,124.35,534.15,568.06,287.69,492.17,313.11,559.59,744.48,173.71,472.08,248.92,422.08
OG0013196:,69.65,256.44,376.99,202.09,453.28,269.43,427.19,747.26,169.65,420.94,149.96,441.52
OG0013197:,148.93,175.39,307.31,241.65,343.22,387.02,340.67,452.74,229.92,548.41,321.96,316.84
OG0013198:,161.12,198.04,308.99,256.93,373.96,414.04,327.96,416.24,180.83,464.58,238.77,251.85
OG0013199:,0,0,3,3,5.98,29,6,558.32,2,0,0,35
OG0013200:,109,186,184.2,96,190,222,1195,1227.14,650,1223.99,1497,884
OG0013201:,94,69,170.02,36.06,96,196,1101,1265.26,191,639.85,751,575
OG0013202:,60.04,171.99,143,62.5,127,240,341.01,383.56,216.89,354.95,281,295.12
OG0013203:,1039.07,958.06,1328.06,478.06,1504.24,1520.54,2337.93,2864.39,893.41,2571.07,2264.79,2300
OG0013204:,442.27,2427.95,1552.14,437.76,714.8,474.17,443.07,412.2,106.3,431.51,217.34,385.67
OG0013205:,325.49,1870.26,1038.43,287.37,348.06,340.19,250.14,198.72,43.7,270.53,116.47,218.29
OG0013206:,21,49,87,79,109,41,45,243.01,86,173,85.77,98.99
OG0013207:,15,31.07,57.54,70,5,9,21,13.02,9,26,21,16.96
OG0013208:,0,13,0,9,21,47,0,24,0,24,3,3
OG0013209:,0,3,1,0,23,54,2,789.72,2,9,0,16
OG0013210:,173,501.93,302,91,417,691,558,552,114,934,676,432
OG0013211:,339.5,961.3,1012.89,283.28,374.33,769.23,1545.58,831.42,509.64,1233.82,820.59,609.91
OG0013212:,88.93,231.36,270.72,179.37,266.58,313.85,535.21,837.98,117.65,711.55,490.66,886.95
OG0013213:,10,51,40.67,11,26,23,47.97,68,15,34,27.99,27
OG0013214:,18,22,25,16,12,25,179,249.52,83,176.94,153,110
OG0013215:,6,26,22,3,8,15,155,116.01,31,127,91,145.08
OG0013216:,775.85,2259.61,1455.47,3175.47,1266.35,1194.8,2247.64,3373.15,3427.97,2284.7,1506,1713
OG0013217:,5,17,26,7,6,19,183,149,92,114,117,90
OG0013218:,57.6,133.86,138,70.6,88.09,200.6,91.78,96.8,58.94,156.23,120.89,202.82
OG0013219:,57.18,135.39,132.44,62.93,91.46,206.14,85.86,106.28,59.11,156.64,126.06,204.48
OG0013220:,6,68.53,20,39.01,11,12,98,87,62.87,114.45,157,74.7
OG0013221:,56.81,76.82,266.44,110.73,375.11,333.23,542.89,1010.32,297.48,922.94,560.09,1218.93
OG0013222:,184.37,205.92,325.04,221.88,198.54,302.55,588.05,516.91,244.38,555.86,344.19,270.3
OG0013223:,149.65,189.94,222.89,113.87,501.44,282.37,285.63,527.39,106.52,480.1,227.39,253.8
OG0013224:,132.95,167.06,220.12,129.16,472.57,256.91,390.3,664.45,138.02,586.89,310.63,349.19
OG0013225:,5.74,7.88,22.11,14.34,19.88,11.86,98.24,48.44,19.4,34.32,33.76,83.51
OG0013226:,37.26,44.01,174.82,45.53,167.83,280.05,1273.99,988.13,199.4,530.72,463.61,619.25
OG0013227:,3,7.99,12.5,1,3.29,28.67,173.84,169.78,41.19,55.06,61.63,59.24
OG0013228:,10,96,25,232,48,34.99,442,160,127,161.26,120.99,68
OG0013229:,0,0,0,1,1,0,0,51,0,0,0,0
OG0013230:,32.43,44.92,55.52,92.98,109.41,38.1,152.52,250.82,43.16,137.13,45.25,77.69
OG0013231:,0,2.72,4,0,5.42,5.6,26.91,31.04,0.88,11.87,13.65,11.23
OG0013232:,0,29,21,19,4,11,94,92.39,19,47,46,56
OG0013233:,273.05,326.19,604.2,146.89,816.84,569.67,398.24,694.32,141.44,549.83,309.99,498.88
OG0013234:,5.51,32.07,24.88,28.93,32.32,42,9.27,9.23,1,11.54,8.01,14.51
OG0013235:,47.04,113,213.87,48,338.97,215.21,523.65,1446.4,321.02,680.68,420.03,753.57
OG0013236:,20.23,45.84,64.97,276.07,18.89,22.39,27.18,107.48,12.03,86.42,38.98,23.97
